text,sentiment,source,datasource
beckwith cant good twittering instead watching,0,original,fast
thank follow friday love,2,original,fast
please look mail airfrance even lot complains still wondering sorry easy,1,original,fast
told not fun make prank phone call hang,0,original,fast
fatigue settling got ta power awesome seat tonight pretty lucky life bad,2,original,fast
annabeth got black washed skull,0,original,fast
friend sitting searching picture google haha friend found picture father haha,2,original,fast
youtube sai ane wale short delhkar,1,original,fast
tried watch hard nope loudly cry face didnt make people grew wizard loudly cry face not horrible literally returning cast justin,0,original,fast
jonas brother concert greaattt,2,original,fast
sound great,2,original,fast
mamma bore hat e mir echt angetan lï grï,1,original,fast
job interview today really gon na mess uuuup,0,original,fast
airfrance safety demo video chic,2,oversampled,fast
seriously need live somewhere fabulously queer miss around people,0,original,fast
think limit letter really not fair would better,0,original,fast
thanks forever curse make spend hour everytime go couldnt go tanning today,0,original,fast
ill bed stomach killing,0,oversampled,fast
shopped til dropped come bac sunshine miss u,0,oversampled,fast
fine give doc today not able breath morning made think hate doc,0,original,fast
thanks viewing portfolio updating sometimes keep u updated,2,original,fast
dont cry see u tomorrow muah,2,original,fast
hai,1,original,fast
celebrating fact norwich city got relegated yesterday seems like awfully nice mr fry football rival,0,oversampled,fast
kartz studying year year school,1,original,fast
really sound like guitar actually,1,original,fast
u brilliantly sweetie blessing joy,2,original,fast
believe fast week gone,1,original,fast
mother favorite hard telling,1,original,fast
carter got ta make video public dear lol see,1,original,fast
thats actually not fun would think hurting week similar experience,0,original,fast
going try get sleep got work mostly day training bakery also glammyyy crocker deck lmao text call,1,original,fast
going die study overload weekend much homework paying work interrupt screwed,0,original,fast
hades home,1,original,fast
hate piece neck wood behind nut,0,original,fast
looked apartment weekend found one like hubby going today try rent one apartment crossing finger,1,original,fast
believe video u old,1,original,fast
watering plant home drinking delicious smoothie morgan jamba exploded,2,original,fast
miss rollerblading shoreline,0,oversampled,fast
air france taking social customer service notch co,2,oversampled,fast
bec v fat food winner fat food not weeknend ill beat,1,original,fast
time lie bed watch tv,1,original,fast
z cant even think anything smell like alochol lol,1,original,fast
noooooo worst news ever today tattoo artist moving omg going,0,original,fast
july glazer notable encounter burglary suspect court arthur booth bond hearing glazer asked attended nautilus middle school recognizing former classmate booth visibly emotional best kid middle school used play football kid looked look happened sorry see end video glazer wish luck say hope get though lead lawful life august booth appeared glazer court room similar burglary charge glazer said want say hi arthur wish like hope thing work recused case heard another judge,1,original,fast
forever come back rip justin,2,original,fast
welcome new follower also,1,original,fast
mind automatically wake huge fail summer good morning nonetheless gon na get ready work,0,original,fast
oh hate friday evening,0,original,fast
ok cause one orange still open whew scared sorry one closed,0,oversampled,fast
uhh congrats two year anniversary,2,original,fast
update airfrance shady flight told gear come gone no gear apparently,0,original,fast
airfrance going miss flight came airport bag not,0,original,fast
surgical,2,original,fast
not good hope get better soon good luck exam,1,original,fast
waiting amy go see hannah montanna movie,1,original,fast
got home work not looking forward tomorrow morning oh tomorrow night great,2,original,fast
chillin home watching movie tv making healthified streusel coffee cake,1,original,fast
make happy hear girl talk tweet nba could give nugget love,2,oversampled,fast
batman arkham asylum system play sadness,0,original,fast
weird cause synced mine morning got new episode,1,original,fast
oficially back work system running smoothly,2,original,fast
nope time invited ssm graceful accepted,2,original,fast
great day apart fact bought usb hub soon plugged broke tesco,1,original,fast
cooked lunch todayy givin mum relaxin dayy,1,original,fast
finished village love could watch wonder get sleep tonight,2,original,fast
ill photo tomorrow kay,1,original,fast
flying atl via paris airfrance pregnant woman amazing experience airline need take lesson,2,original,fast
c find original blip fm ex model version not much,0,original,fast
well man truck many mile away,0,original,fast
happy mother day ang,2,original,fast
tired canï stay awake must finish work sunday,0,original,fast
talking phone someone missed lottt,0,original,fast
no egg today shame looking forward egg bacon sandwich,0,original,fast
fir next one cn plea add perfect landing head head plea fulll episoud,1,original,fast
watching snl,1,original,fast
waiting next release,1,original,fast
next show upcoming one really want see guy,2,original,fast
guess bedtime goodnight twitter bed big empty without,2,original,fast
stunning business card ashamed mine http bit ly zpsqo,0,oversampled,fast
got home church service good,2,original,fast
hey good see follow would nice photo,2,original,fast
installed youtube downloader anyone know make trailer video,1,original,fast
schoool time not much week day school time nyc wait last day school,2,original,fast
air france straight garbage,0,original,fast
missing hobo tramp way life cooking mother saturday night mama luv u,0,original,fast
always want perfect thatï hard cause even know itï impossible,0,original,fast
season lie serious come wait,1,original,fast
funny usa treating exciting thing,0,original,fast
wow no pancake mix,1,original,fast
eat hot pocket anymore without thinking jim gaffigan,0,original,fast
lol triplet haha glad morgan got bag even ride ride,2,original,fast
work punchy due two early morning pager event,1,original,fast
please rt travel traveller air france premium economy review co co,1,original,fast
sorry darling place tonight mean neglect,0,original,fast
hope everyone okay especially american affected fire swine flu okay pray,2,original,fast
true put case break week worry ill find way make work,1,original,fast
tired pissing rain miss summer,0,original,fast
want sooooooo bad,1,original,fast
wake early goddam last day bummer,0,original,fast
far absolutely perfect great view directly across elevator ice machine impecible weather need bike,2,original,fast
airfrance account,1,original,fast
one piece get season strike happening bc writing strike started percy get way already writing bit side note got gf percy liked first book said som eh titan curse favorite first,2,original,fast
yay another stylus neutral face,0,original,fast
waking lazy worry,0,original,fast
lawyer said nicest kid middle school felt heartbreaking ended like,2,original,fast
kidding go around quoting,1,original,fast
goooooodmorning,2,original,fast
repeat bad singapore pool website please,1,original,fast
ha ha surprisingly well considering good time sun mountain,2,oversampled,fast
iphone not opening downloaded apps thing forgot cord home,0,original,fast
one looking know yet follow anyways good guy,2,original,fast
put adidas josh denyer xoxoxoxoxoxo,1,original,fast
finally gone,2,original,fast
weekend abouttttto suck,0,original,fast
target inside russia fair game far see,2,original,fast
must ask cub fan fathom,0,oversampled,fast
mind change profile pic picture uk fun,2,original,fast
may email tech support ppl odd,0,original,fast
listening yultron,1,original,fast
l blame price friday replacing free book friday want rrtheatre anymore,0,original,fast
dreary monday morning slept like give break,0,original,fast
http twitpic com answer part question,1,original,fast
obsession lol gon na water prob cold heck,0,original,fast
got tsk tsk tsk shame haha feel better bro,2,original,fast
air france klm upbeat u asian tourist return summer co co,1,original,fast
liked youtube video co air france airbus automatic landing paris cdg,1,original,fast
really get break till custody issue settled moved another month least,1,original,fast
lady across way miscarriage say prayer,1,original,fast
rather early run morning runner,1,original,fast
know know hug,2,oversampled,fast
airfrance four passenger total traveling together,1,original,fast
ohh tooth hurt ohh im sad hurt,0,oversampled,fast
zac brown virginia beach nova,1,original,fast
think rate ill class sigh,0,original,fast
ok eaten food bored death room seriously nothing guitar taken venue,0,original,fast
two load moving crew done started done day bad ac work new place oh life,0,original,fast
nooooothing tonight,0,original,fast
reminds need pick mask thanks prefer not take med b addicted,2,original,fast
know ever wanted know extinction frog,1,original,fast
bit sunshine perk u especially mountain towel wash get dry,1,original,fast
hit airfrance cancellation week,0,original,fast
interested however low carbs next month mean no beer,2,original,fast
writersblock bev sometimes kind day need relax,2,original,fast
know sound weird wan na see bass version guitar,2,original,fast
lol wish way microsize everything lol,1,original,fast
bored chem n im super hungry ugh,0,original,fast
doesnt feel good cant miss work tomorrow,0,original,fast
uh oooh throat scratchy,0,original,fast
rahrahmaybe lucky go plane tmrw apparently no wifi no entertainment co,1,original,fast
even remember,1,original,fast
goosebump vanished free time,0,original,fast
missing nathan bccg already best friend tried visit heading back tomorrow afternoon,0,original,fast
way seattle yay seattle boo matt leaving,1,original,fast
worst flight travelling frankfurt paris really disappointing airfrance first l co,0,original,fast
air france af fr jun load factor rpk traffic ask capacity passenger,1,original,fast
back roseburg empty apartment,1,original,fast
yey holiday monday uk today chilled day,1,original,fast
airfrance finally onboard customer experience today thus far left lot desired,0,original,fast
good luck week know handle grace,2,original,fast
want wish mom happy mother day,2,oversampled,fast
wanted beta test saw thread result announced,1,original,fast
believe spending many many thousand perfect wedding make happy couple happy couple make perfect wedding,2,original,fast
heyy finally got one oh good luck final today,2,original,fast
whooop got twitter dang line communication keep growing,2,original,fast
home,1,original,fast
oh borin not play computer mom say makin task,0,original,fast
music name,1,original,fast
guy keep voting ask u r follower help left competition close,1,original,fast
thanks adding glad,2,original,fast
yooo myyyyye bust sick tooo shoot long night tonight,0,original,fast
get recommended year later,1,original,fast
watching video facebook make feel like biggest creep guess also tweet woohoo,0,original,fast
clambering crashed car hilarious fun,2,original,fast
youtuber sound like,1,original,fast
bed happy mother day great one,2,original,fast
hahahahaha rember riped william picture one claires mag beated zoe,1,original,fast
caught lunch today correct stalking,2,original,fast
think,1,original,fast
score two day get food stamp good cause want safeway pizza,2,original,fast
got follower,1,original,fast
bad rum experience college still recovered,0,original,fast
shocked put thing whole new empowering light,0,original,fast
sitting awe price renew laptop warranty doubled matter week,0,original,fast
hut face hammer earlier accident obviously hurt,0,original,fast
man hearing talk tell really doesnt know much instrument,0,original,fast
bank holiday bliss jeremy kyle without even bothering sky,2,original,fast
cant wait leave work,1,original,fast
happy hulu movie app finally disney plus,2,original,fast
vickeeadamswf air france made attempt proper engineering since many crash go poor aerospace zone airport location secure,0,original,fast
air france la premiere first class cabin seat full curtain tho co,0,original,fast
taxi q pelangi super loooong getting headache hot cold transition,0,original,fast
sad little sad last day school ready done saying goodbye hard,0,original,fast
please vote husband jorge star game http bit ly tgxzu vote anymore,1,original,fast
really hope,2,oversampled,fast
loved britain got talent last night shaun greg amazing hot say noticed,2,original,fast
im not bannished work till,0,original,fast
naw keep turn odd nugget wisdom,0,original,fast
playing ghost online really interesting new update kirin pet metamorph third job wait dragon pet,2,original,fast
good parent bad politician,1,original,fast
wish didnt go work tonight,2,original,fast
good day,2,original,fast
well effed iphone nice knowing,2,oversampled,fast
kno doooo yall partyin,0,original,fast
trying watch lost online annoying slow internet not lost,0,original,fast
remember meme,1,original,fast
watching cat hat,1,original,fast
im avid fan magazine love magazine,2,original,fast
local eat netflix hyped tourist trap,0,original,fast
hotness personified,2,original,fast
alright alright tuning taking note remember said got spot raising handz,1,original,fast
think coffee work agreed tummy,0,original,fast
video make realize earth freakin love korn much love fieldy inspre never never best song time,2,original,fast
apple user mouth watering,2,original,fast
reading today paper along watered coffee compliment rent,1,original,fast
ugh know u even care nicole richie c missed tv last nite despite twitter,0,original,fast
chance seeing race germany unfortunately hardly tv news coverage cycling anymore,0,original,fast
thanks sympathy bad hour ago started thinking appointment tomorrow,2,original,fast
twitter stop let change background image imagine shiny nhl ring background,0,original,fast
future,1,original,fast
cheer mate still getting wednesday ok incredibly wealthy man,2,original,fast
thank opendns saving comcast crappy dns server internet back par finally,1,original,fast
punk robot wtf winter due til monday freezing,0,original,fast
saddened husker access no internet,0,original,fast
donut ah good deal hope find new music,2,original,fast
overslept headache,0,oversampled,fast
greg nooooo leave u shud gone throooooooooooooo im gon na find u restaurant worry lol cry cry cry,0,original,fast
wow planned face rolling eye,0,original,fast
wish could take pillow school dead serious,1,original,fast
american born chinese rich part grandmother owner hospital uncle owns chip manufacturer china canada taiwan u aunt run one biggest pharmacy indonesia connected shipping company oh one complicated many business run furniture granary one also dwell fashion something two annual exhibition german think one ended remarried german businessman last year complicated family tree know started cause great great grandfather noble colonialization era guy married one many wife time child single wife normal well family reunion basically memorization test cause swear even still get many name mixed well thankful parent blessed longevity yup definitely one entitled spoiled arrogant chinese kid part deny used much worse much much worse,1,original,fast
bushidokan class got canceled sign karate someplace else,0,original,fast
not mention hw fat ima get frm wrk n,0,original,fast
airfrance anybody experiencing problem booking flight today problem airfrance website today,1,original,fast
well sure would like know another episode gon na uploaded,2,original,fast
awesome looking sourcing well,2,original,fast
always write holy word capital dude allah hafiz,1,original,fast
finally home gon na hit hay n sleep till noon lol,2,original,fast
take pic soon also would hang everyday lived near,1,original,fast
list paid get cant go gettin hot went outside,1,original,fast
plane ticket uk everywhere europe beyond cheap june oct no gig near future announced yet,2,original,fast
bad programmer company,0,original,fast
alright prediction thing billie need defeat going justin oldest son becomes family wizard please remember comment becomes canon,1,original,fast
anthem right leave high dry http blip fm,1,original,fast
congratulation shirt btw,2,original,fast
wan na get dressed adult today,0,original,fast
love new shoe thanks wine lo,2,original,fast
scared waiting call,0,original,fast
guess since cant really decide one choose,1,original,fast
steve guitar tech end vid,1,original,fast
oh hate rain septum leaving dog,0,original,fast
yeah brain rock happy share knowledge carrie,2,original,fast
still recouperating holiday weekend wow never sunburnt really hurt,1,original,fast
im strict diet ugh feel like cheat one day ill throw everything,0,original,fast
need new sock,1,original,fast
westernprogressives amp islam enemyofmyenemy ismyfriend rt co air france airfrance co gyfffobptr,1,original,fast
air france sent luggage purgatory,0,original,fast
bad never made last ten year,0,original,fast
going doctor,1,original,fast
oh sweetie sorry last thing needed right hug,2,original,fast
definitely favorite movie,2,original,fast
ya would gained kg working today,1,original,fast
reese piece ily,2,original,fast
airfrance thanks reply done,2,original,fast
true know bothered morning co put pony soon got work anyways,0,original,fast
airfrance hi no way talking guy via email thank youu,1,original,fast
awake slept little cuz no construction studying bio alllll day dont mind,1,original,fast
think book gone forever mourn forever,0,original,fast
ipod taken last breath im truly devastated lost public transportation companion,0,original,fast
didnt research traffic beautiful system twitter approx second mine grab sec,2,original,fast
wanted go birthday,2,original,fast
going houston nola weekend want join u,1,original,fast
bored idea nice site,1,original,fast
http twitpic com joe photographer family rehearsing always fun first couple day least,2,original,fast
someone smart cece actually dumb n brainless,0,original,fast
watching eat hotdog gross drunk annoying trying really hard not glre,0,original,fast
orn camp,1,original,fast
creeped ice cream social good time lars real girl sad movie,2,original,fast
david giveth u childhood david taketh away,0,original,fast
im going miss khyy much,0,original,fast
still work,1,original,fast
starwarsday celebrate watch star war richard,1,original,fast
http twitpic com hate parked car get hit,0,original,fast
need snuggle work like snuggle ironic huh,1,original,fast
poor baby think allergy amything bc way sence monday,0,original,fast
wait check,2,original,fast
uk no phone service oh yea still sick cough sniff,0,original,fast
researching ecologically friendly carrier bag not cheap eco friendly,2,original,fast
thank jonathan proud mommy yr old girl yr old boy,2,original,fast
get sized jean couldnt get hip,0,original,fast
never fly airfrance lose money not business suitable airfrance,0,original,fast
going get new roomie today,1,original,fast
heard regina girl song le deux think u come back mc miss u,0,original,fast
watching killer jr awesome late though cut programme mid song twas favourite,1,original,fast
time house chore ugh,0,original,fast
airfrance delta officially missed opportunity board flight absolute failure service,0,original,fast
yeah getting ready go get pizza nothing maybe want play xbox,1,original,fast
hair straight lmao,1,original,fast
w not interview much private chat,1,original,fast
not sleep super duper duper excited pour la paris love city,2,oversampled,fast
supernatural http twitpic com poor boy cry sad,0,original,fast
tanning emily bad prob gon na rain,0,original,fast
think disorder stay al night no reason n sleep al day suuuks,0,original,fast
little sad school ended today moving going miss new friend year got hair cut,0,original,fast
love using xeoma no better software,2,original,fast
good morning looking forward listening prodigy radio big weekend brought album yesterday p amaize tbqh x,2,original,fast
thank teaching value better person day love much best mum world,2,original,fast
urge go shopping hmmm got no money,0,original,fast
oh ffs get paid till monday sorry william gon na wait till next weekend till give ï,0,original,fast
thought going fun day,1,original,fast
thanks much following muse much gratitude wish magnificent productive start day,2,original,fast
year ago,1,original,fast
conjunctivitis left eye sign something wrong deserve lol dying people,0,original,fast
well wassup dont scurred lol probably like came biting,1,original,fast
top way go green http tinyurl com otjttu pretty helpful kinda cool actually,2,oversampled,fast
recording new song,1,original,fast
aaaah swear took mistake somehow attached charger apparently needed break u huh,0,original,fast
precious little baby,2,original,fast
yaaaay think might aced history test today,2,original,fast
fun read thanks brit make thing interesting funny whittled saint day four http ff im,2,original,fast
good morning good old germany wan na say hello new york not love not really,1,original,fast
think wearing bermuda cinema good idea outside humid like cwazy,0,original,fast
ugh cramp hot,0,oversampled,fast
lol get bed,1,original,fast
bah bk reception comp aint working sun got hat hip hip horay x,0,original,fast
good cholesterol no good tumor,1,original,fast
haha def song epic fun listening new fnb,2,original,fast
today longest day ever going sleep beach bound tomorrow good night twitter,1,original,fast
air france russia fare around world co,1,original,fast
know tested exam subject except english davis,0,original,fast
ichika play smoke water beaming face smiling eye,2,original,fast
movie night kate,1,original,fast
athena dull fleur de li greece fleur de li trophy monarchy hast fallen malaysia united kingdom malaysia scroll athena take owl 猫头鹰 party popper burung hantu symbol wisdom 智慧 fleur de li ilmu pengetahuan chess pawn,1,original,fast
stop,1,original,fast
whataburger closing location tally harsh might transfer school,0,original,fast
woke dont want go work,0,oversampled,fast
tying run let hold em raider,0,original,fast
holy super sunny friday whitsun tube deeeesearted wish park http tinyurl com,1,original,fast
well one thing lay floor shape,0,original,fast
yer poor little well doesnt deserve stick everyone cowell going producer,0,original,fast
finished reading twilight thought okay alright okay love really wan na read next one,2,original,fast
aw hug sorry man rich buy u ticket,1,original,fast
hey twitter,1,original,fast
press ctrl bottom right underscore ky,1,original,fast
samsung gay think best camera iphone actually,0,original,fast
good time sadly mean probably gon na rain,1,original,fast
happy mother day mother especially mine enjoy ya day mother,2,oversampled,fast
no food since woke,0,original,fast
agree completely attitude chutzpah,2,original,fast
weight beast,1,original,fast
cant sleep ughh n registration tomorrow suxs shooting star,0,original,fast
u believe architect planned tar black promenade small town international prize everyone walk jog,2,original,fast
way saw u ellen yesterday late comparing usa u awesome,2,original,fast
no mtn dew mini fridge,1,original,fast
im jealous want go ny,0,oversampled,fast
hey tom plan make concert denmark year please reply,2,original,fast
going shopping mammyy makeup face generally quite nice today,2,original,fast
internet wtf think im gon na sleep afterward internet driving crazyyy,0,original,fast
life suck ur not fun,0,original,fast
george spend money quick late,2,original,fast
well send email pick fave cake ice cream flavor cup part belgian chocolate,1,original,fast
wanted sadly work today normally work friday either,0,original,fast
headache,0,oversampled,fast
make sure ur plantin next water soil,1,original,fast
visiting friendster facebook,1,original,fast
superstar mean,1,original,fast
call time good phone wan na catch love miss,1,original,fast
tgif resto home dayuummm expensive,0,original,fast
love ignored except yelled love life,1,original,fast
pingpong awww teaching son one manner many boy lacking,0,original,fast
airfrance u running circle airline disorganized company ever encountered,0,original,fast
jay leno one show left host tonight show,1,original,fast
courtney seems like cool chick shes pretty,2,original,fast
navarro wish area offered chinese food delivery,2,original,fast
yes definitely paid thanks advice,2,original,fast
walking tesco rhiannon hannah hide evidence lastnight,1,original,fast
not babysitting tonight miss kid,0,original,fast
month put week notice little week ago last day friday,1,original,fast
happy mother day mom,2,oversampled,fast
fact acknowledge made much worse,0,original,fast
kibirangojoseph gt gt mean travel agent control ticket not airline air france case gt gt,1,original,fast
rain ever go away puppy getting cabin fever like going rain,0,oversampled,fast
lil sad look like nomore brooklyn wtf,0,original,fast
love johnny deep look public enemy l catch film show hk,2,original,fast
excited hust let know want go tattoo,2,original,fast
sister pc blued screened,0,original,fast
best thing ever watch whole life guaranteed,2,original,fast
ferlanyy airfrance no way,0,original,fast
hope something relatively minor easy heal stand furbabies get sick,1,original,fast
watchin tyra bored like always stomach hurt,0,original,fast
forgot yardsale event ooh pity,0,original,fast
thanks agreeing,2,original,fast
thanks follow loving energy site spaz help drawn http,2,original,fast
go last final happiness,2,original,fast
packing trip ascari track thank bacardi,2,original,fast
wait day till happiness,2,original,fast
get call mom tomorrow mother day,1,original,fast
haha photo funny hope disturbed passenger much flight,2,original,fast
right guy go,1,original,fast
sneezed three time quick succession three not four no record,0,original,fast
wait see tonite hilarious,2,original,fast
yucky time bring vaccuum go war house always spider reason not cool,0,original,fast
yo yo yo name joe butt bigger mexico no hate joke,1,original,fast
not happy got big choice make,0,original,fast
anyway could forgive,0,original,fast
feeling smooth like chrome,2,original,fast
abc husband thoroughly loved series kept seeing parent screen,2,original,fast
thanks check next time target hour away,1,original,fast
rachel chelsey left jenny stole bike make muy triste,0,original,fast
bring back adorable girl purple hair purple heart,1,original,fast
fly norwegian fligt paris scheduled depart pm connection missed wtf air france dep co vhsscdybxk,1,original,fast
happy mother day mother,2,original,fast
baking win thanks,2,original,fast
hot done late spring cleaning settle book barely read left glass mum,0,original,fast
sweet deal want see movie methinks may star trek movie night time hmm,2,original,fast
music not hugged,0,original,fast
going cook lamb chop lunch always end coking pay day amaze much cook,2,original,fast
awake happy,2,original,fast
year niw thiis galaxy old crappy,1,original,fast
flying air france premium cabin allows luxurious experience thanks iflyalaska co,2,original,fast
thanks dinno appreciate,2,original,fast
omg haha half hour late work whoop hahaha workin sat mornins,0,original,fast
someone hardcoded brain back,1,original,fast
doin fine relaxin work hardly working,2,original,fast
vacation looking forward next one,2,original,fast
shoe sofa man come,0,original,fast
airfrance day still not received luggage loyal buisness class customer year incompitant,0,oversampled,fast
first video netflix uploaded official channel look figured view,1,original,fast
yea say something great hear ukrainian,2,original,fast
missed hello kitty not enough time oh well,0,original,fast
bye movie jake,1,original,fast
nigeria oh yeah know met taking trash hhaha,0,original,fast
fuzzball fun mother day http tinyurl com,2,original,fast
see movie,1,original,fast
wat riverside,0,oversampled,fast
walker voice literally perfect percy narration,1,original,fast
g day hasnt without ur running conversation day,1,original,fast
not surprized man toddler still suck binky,0,original,fast
trying sell gm stock,1,original,fast
im science boring,0,original,fast
saw trailer school randomly thought rlly interesting came actually shocked good,2,original,fast
fine going big walk today mile,2,original,fast
airfrance guy late depart lax pls let flight valencia leave without cdg line awful,0,original,fast
lol see,2,original,fast
kay morning hows day hope not another lying sun,1,original,fast
gon na dream prince charming tonight n see everything go back normal really hope,2,original,fast
rf target dndn near day low,1,original,fast
no not proper dog bark much jump fault not strict enough,0,original,fast
nightlife commando like chanting music cool listening inxs music song amazing bass win,2,original,fast
not part surrey either feeling quite bit nippy must say afternoon,2,original,fast
ur welcome sweetie anytime need find way get follower many,2,original,fast
hmph nowhere near effective min ago wonder coincidence follower please report ur finding,0,original,fast
